protein1	protein2	biogrid_id	interaction_type	pmid
ACO1	UBC	BIOGRID:1030356;BIOGRID:558590;BIOGRID:574043;BIOGRID:614879;BIOGRID:622255;BIOGRID:625928;BIOGRID:631396;BIOGRID:731417;BIOGRID:851278	physical association	pubmed:17242182;pubmed:19762596;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:22505724;pubmed:23000965;pubmed:25147182
ACO2	UBC	BIOGRID:608286;BIOGRID:622237;BIOGRID:625893;BIOGRID:850787;BIOGRID:939670;BIOGRID:943368	physical association	pubmed:18781797;pubmed:21139048;pubmed:21890473;pubmed:23000965;pubmed:24654937;pubmed:24816145
ACOT1	UBC	BIOGRID:845358;BIOGRID:847611;BIOGRID:848847	physical association	pubmed:21890473;pubmed:21963094;pubmed:21987572
ACOT13	UBC	BIOGRID:619480;BIOGRID:944127	physical association	pubmed:21139048;pubmed:24816145
ACOT2	UBC	BIOGRID:1030148;BIOGRID:609390;BIOGRID:617935;BIOGRID:624982;BIOGRID:845502	physical association	pubmed:21139048;pubmed:21890473;pubmed:21963094;pubmed:21987572;pubmed:25147182
ACOT7	UBC	BIOGRID:618245;BIOGRID:625414;BIOGRID:627671;BIOGRID:729723;BIOGRID:730575;BIOGRID:847225;BIOGRID:851053;BIOGRID:943982	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:22053931;pubmed:22505724;pubmed:23000965;pubmed:24816145
ACOT8	PEX5	BIOGRID:1041398;BIOGRID:818626;BIOGRID:828764	direct interaction;physical association	pubmed:20178365;pubmed:22002062;pubmed:25416956
ACOT8	UBC	BIOGRID:621760;BIOGRID:945523	physical association	pubmed:21139048;pubmed:24816145
ACOT9	UBC	BIOGRID:608359;BIOGRID:622623;BIOGRID:623918;BIOGRID:631711;BIOGRID:845895	physical association	pubmed:18781797;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094
ACOX1	PEX5	BIOGRID:818612;BIOGRID:828757	direct interaction;physical association	pubmed:20178365;pubmed:22002062
ACOX1	UBC	BIOGRID:622236;BIOGRID:945210	physical association	pubmed:21139048;pubmed:24816145
ACOX3	UBC	BIOGRID:627629;BIOGRID:732401	physical association	pubmed:21906983;pubmed:22505724
ACP1	UBC	BIOGRID:622235;BIOGRID:625892;BIOGRID:729857;BIOGRID:731546	physical association	pubmed:21139048;pubmed:21853274;pubmed:21890473;pubmed:22505724
ACP2	UBC	BIOGRID:560955;BIOGRID:609391	physical association	pubmed:16196087;pubmed:21987572
ACSF3	UBC	BIOGRID:620244;BIOGRID:939850;BIOGRID:944224	physical association	pubmed:21139048;pubmed:24654937;pubmed:24816145
ACSL1	UBC	BIOGRID:621859;BIOGRID:625253;BIOGRID:631014;BIOGRID:847056;BIOGRID:850869	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:23000965
ACSL3	SUMO2	BIOGRID:643568;BIOGRID:984719	physical association	pubmed:21252943;pubmed:25027693
ACSL3	UBC	BIOGRID:1031494;BIOGRID:608942;BIOGRID:621858;BIOGRID:625251;BIOGRID:631013;BIOGRID:730833;BIOGRID:846011;BIOGRID:849690;BIOGRID:945435	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22505724;pubmed:23000965;pubmed:24816145;pubmed:25147182
ACSL4	UBC	BIOGRID:1026574;BIOGRID:1026575;BIOGRID:1030625;BIOGRID:607756;BIOGRID:621857;BIOGRID:625249;BIOGRID:631012;BIOGRID:729684;BIOGRID:730834;BIOGRID:846789;BIOGRID:850579;BIOGRID:943972;BIOGRID:985852	physical association	pubmed:18781797;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:22053931;pubmed:22505724;pubmed:23000965;pubmed:24816145;pubmed:24879802;pubmed:25015289;pubmed:25147182
ACSL5	UBC	BIOGRID:625595;BIOGRID:627850	physical association	pubmed:21890473;pubmed:21906983
ACSL6	ACSL6	BIOGRID:886830;BIOGRID:886831;BIOGRID:887747	direct interaction	pubmed:16834775;pubmed:20429931
ACSS2	UBC	BIOGRID:626842;BIOGRID:628496	physical association	pubmed:21890473;pubmed:21906983
ACTA1	CFL1	BIOGRID:274763;BIOGRID:553825	direct interaction;physical association	pubmed:11950878;pubmed:21723825
ACTA1	TMSB4X	BIOGRID:275012;BIOGRID:304679	direct interaction	pubmed:11812134;pubmed:9153421
ACTA1	TRIM63	BIOGRID:1022812;BIOGRID:684677;BIOGRID:684678	direct interaction	pubmed:18157088;pubmed:21764995
ACTA1	UBC	BIOGRID:608386;BIOGRID:609392;BIOGRID:622229;BIOGRID:631379;BIOGRID:684650;BIOGRID:684663;BIOGRID:718939;BIOGRID:731888;BIOGRID:845411;BIOGRID:848108;BIOGRID:848323;BIOGRID:848597;BIOGRID:852075;BIOGRID:936186;BIOGRID:945954;BIOGRID:986018	physical association	pubmed:17203973;pubmed:18781797;pubmed:20972266;pubmed:21139048;pubmed:21203488;pubmed:21764995;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22053931;pubmed:22505724;pubmed:23000965;pubmed:24816145;pubmed:25015289
ACTA2	UBC	BIOGRID:608385;BIOGRID:614595;BIOGRID:631377;BIOGRID:731912;BIOGRID:845336;BIOGRID:848309;BIOGRID:848560;BIOGRID:848692;BIOGRID:848786;BIOGRID:851187;BIOGRID:946257	physical association	pubmed:18781797;pubmed:20972266;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22053931;pubmed:22505724;pubmed:23000965;pubmed:24816145
ACTB	ACTB	BIOGRID:1036595;BIOGRID:119637;BIOGRID:126265;BIOGRID:262426	direct interaction;physical association	pubmed:16189514;pubmed:25416956;pubmed:9209005
ACTB	ACTG1	BIOGRID:1036596;BIOGRID:120803	direct interaction	pubmed:16189514;pubmed:25416956
ACTB	CBL	BIOGRID:558991;BIOGRID:725842	physical association	pubmed:19380743;pubmed:21203488
ACTB	CFL1	BIOGRID:1036597;BIOGRID:119436	direct interaction	pubmed:16189514;pubmed:25416956
ACTB	CFL2	BIOGRID:1036598;BIOGRID:119586;BIOGRID:126264	direct interaction;physical association	pubmed:16189514;pubmed:25416956
ACTB	DSTN	BIOGRID:1036601;BIOGRID:120093	direct interaction	pubmed:16189514;pubmed:25416956
ACTB	ERG	BIOGRID:677531;BIOGRID:935557;BIOGRID:935607	direct interaction;physical association	pubmed:21575865;pubmed:24591637
ACTB	ESR1	BIOGRID:545286;BIOGRID:545303;BIOGRID:545304;BIOGRID:797476	physical association	pubmed:20308691;pubmed:21182205
ACTB	HNRNPU	BIOGRID:1054332;BIOGRID:1054337;BIOGRID:661439;BIOGRID:661886	direct interaction;physical association	pubmed:15711563;pubmed:18710935
ACTB	MDM2	BIOGRID:1055682;BIOGRID:937607	physical association	pubmed:24583282;pubmed:24798327
ACTB	NCF1	BIOGRID:263031;BIOGRID:835261;BIOGRID:835262	direct interaction	pubmed:11027608;pubmed:16375898
ACTB	PFN1	BIOGRID:263166;BIOGRID:870593	direct interaction	pubmed:10411937;pubmed:19338310
ACTB	POLR2A	BIOGRID:1054335;BIOGRID:1054349;BIOGRID:608896;BIOGRID:608897;BIOGRID:661890	direct interaction;physical association	pubmed:15502823;pubmed:15711563;pubmed:18710935
ACTB	SMARCA4	BIOGRID:262493;BIOGRID:644616	physical association	pubmed:21300803;pubmed:9845365
ACTB	SMARCE1	BIOGRID:262619;BIOGRID:471066	physical association	pubmed:18809673;pubmed:9845365
ACTB	SMN1	BIOGRID:566568;BIOGRID:602860	direct interaction;physical association	pubmed:19928837;pubmed:21900206
ACTB	SPTBN2	BIOGRID:304200;BIOGRID:316702	direct interaction	pubmed:11357136;pubmed:11461920
ACTB	SUMO2	BIOGRID:726717;BIOGRID:815994;BIOGRID:984722	physical association	pubmed:15175327;pubmed:23077236;pubmed:25027693
ACTB	TP53	BIOGRID:1029304;BIOGRID:954641	physical association	pubmed:23443559;pubmed:25144556
ACTB	UBC	BIOGRID:560585;BIOGRID:604725;BIOGRID:608046;BIOGRID:608943;BIOGRID:625869;BIOGRID:631365;BIOGRID:656827;BIOGRID:718743;BIOGRID:718766;BIOGRID:729464;BIOGRID:731931;BIOGRID:848027;BIOGRID:848314;BIOGRID:848696;BIOGRID:936185;BIOGRID:942968;BIOGRID:986029	physical association	pubmed:16196087;pubmed:17203973;pubmed:18781797;pubmed:20972266;pubmed:21139048;pubmed:21203488;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22053931;pubmed:22178446;pubmed:22505724;pubmed:22536838;pubmed:24816145;pubmed:25015289
ACTB	UBD	BIOGRID:734180;BIOGRID:886006	physical association	pubmed:22797925;pubmed:23862649
ACTB	VCAM1	BIOGRID:827032;BIOGRID:861209	physical association	pubmed:19738201;pubmed:23463506
ACTB	VCP	BIOGRID:817185;BIOGRID:954645	physical association	pubmed:23383273;pubmed:23443559
ACTB	VHL	BIOGRID:610963;BIOGRID:906251	direct interaction;physical association	pubmed:21942715;pubmed:22234250
ACTBL2	SUMO2	BIOGRID:613714;BIOGRID:636537	physical association	pubmed:19471022;pubmed:21693764
ACTBL2	UBC	BIOGRID:604726;BIOGRID:622199;BIOGRID:631346;BIOGRID:718780;BIOGRID:731250;BIOGRID:845113;BIOGRID:847889;BIOGRID:848290;BIOGRID:848515;BIOGRID:848892;BIOGRID:946283	physical association	pubmed:17203973;pubmed:20972266;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22053931;pubmed:22178446;pubmed:22505724;pubmed:24816145
ACTC1	ESR1	BIOGRID:545288;BIOGRID:797497	physical association	pubmed:20308691;pubmed:21182205
ACTC1	SUMO1	BIOGRID:662493;BIOGRID:718234	physical association	pubmed:15576338;pubmed:21110914
ACTC1	UBC	BIOGRID:1030657;BIOGRID:560584;BIOGRID:608100;BIOGRID:625831;BIOGRID:631345;BIOGRID:732139;BIOGRID:847340;BIOGRID:848310;BIOGRID:848561;BIOGRID:848693;BIOGRID:848788;BIOGRID:851189;BIOGRID:946230	physical association	pubmed:16196087;pubmed:18781797;pubmed:20972266;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22053931;pubmed:22505724;pubmed:23000965;pubmed:24816145;pubmed:25147182
ACTG1	ACTG1	BIOGRID:1036603;BIOGRID:120006	direct interaction	pubmed:16189514;pubmed:25416956
ACTG1	BCAP31	BIOGRID:275160;BIOGRID:723062;BIOGRID:723063	physical association	pubmed:10958671;pubmed:12605685
ACTG1	CAP2	BIOGRID:1036607;BIOGRID:307702	direct interaction;physical association	pubmed:25416956;pubmed:8761950
ACTG1	CFL1	BIOGRID:1036604;BIOGRID:119959	direct interaction	pubmed:16189514;pubmed:25416956
ACTG1	CFL2	BIOGRID:1036605;BIOGRID:119720;BIOGRID:126269	direct interaction;physical association	pubmed:16189514;pubmed:25416956
ACTG1	DSTN	BIOGRID:1036608;BIOGRID:121413	direct interaction	pubmed:16189514;pubmed:25416956
ACTG1	SUMO2	BIOGRID:643569;BIOGRID:984724	physical association	pubmed:21252943;pubmed:25027693
ACTG1	UBC	BIOGRID:1031101;BIOGRID:604727;BIOGRID:608388;BIOGRID:610275;BIOGRID:622198;BIOGRID:625829;BIOGRID:631344;BIOGRID:656828;BIOGRID:718790;BIOGRID:728404;BIOGRID:732147;BIOGRID:846215;BIOGRID:848385;BIOGRID:848843;BIOGRID:942796	direct interaction;physical association	pubmed:17203973;pubmed:18781797;pubmed:20972266;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22053931;pubmed:22178446;pubmed:22505724;pubmed:22536838;pubmed:24816145;pubmed:25147182;pubmed:3015198
ACTG2	UBC	BIOGRID:608387;BIOGRID:631343;BIOGRID:732162;BIOGRID:844921;BIOGRID:845860;BIOGRID:848292;BIOGRID:848531;BIOGRID:848680;BIOGRID:848776;BIOGRID:849540;BIOGRID:936184;BIOGRID:942835	physical association	pubmed:18781797;pubmed:20972266;pubmed:21139048;pubmed:21203488;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22053931;pubmed:22505724;pubmed:23000965;pubmed:24816145
ACTL6A	C20orf20	BIOGRID:481709;BIOGRID:531789	physical association	pubmed:12963728;pubmed:17573780
ACTL6A	H2AFZ	BIOGRID:563229;BIOGRID:669076	physical association	pubmed:17721549;pubmed:22467210
ACTL6A	ING3	BIOGRID:336542;BIOGRID:336551;BIOGRID:565924	physical association	pubmed:14966270;pubmed:16387653
ACTL6A	INO80E	BIOGRID:563225;BIOGRID:692571	physical association	pubmed:17721549;pubmed:18922472
ACTL6A	MORF4L1	BIOGRID:531726;BIOGRID:565916	physical association	pubmed:14966270;pubmed:17573780
ACTL6A	MYC	BIOGRID:262415;BIOGRID:564180	physical association	pubmed:11839798;pubmed:17314511
ACTL6A	RUVBL1	BIOGRID:262416;BIOGRID:563234	physical association	pubmed:11839798;pubmed:17721549
ACTL6A	RUVBL2	BIOGRID:424894;BIOGRID:563247	physical association	pubmed:17643375;pubmed:17721549
ACTL6A	SMARCA2	BIOGRID:262425;BIOGRID:480873;BIOGRID:531492	physical association	pubmed:12437990;pubmed:14559996;pubmed:20460684
ACTL6A	SMARCA4	BIOGRID:262498;BIOGRID:480864;BIOGRID:531502;BIOGRID:676113	physical association	pubmed:14559996;pubmed:20460684;pubmed:21699904;pubmed:9845365
ACTL6A	SMARCE1	BIOGRID:262620;BIOGRID:471065;BIOGRID:636242	physical association	pubmed:18809673;pubmed:20305087;pubmed:9845365
ACTL6A	UBC	BIOGRID:560904;BIOGRID:614646;BIOGRID:622175;BIOGRID:625797;BIOGRID:631324;BIOGRID:849881;BIOGRID:942733	physical association	pubmed:16196087;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:23000965;pubmed:24816145
ACTL6A	YY1	BIOGRID:516161;BIOGRID:516169;BIOGRID:563201	direct interaction;physical association	pubmed:17721549;pubmed:18026119
ACTL6B	UBC	BIOGRID:628940;BIOGRID:846207;BIOGRID:946065	physical association	pubmed:21906983;pubmed:21963094;pubmed:24816145
ACTN1	PDLIM1	BIOGRID:301980;BIOGRID:301981;BIOGRID:304747;BIOGRID:304748	direct interaction;physical association	pubmed:10753915;pubmed:11110697
ACTN1	SUMO2	BIOGRID:815988;BIOGRID:984725	physical association	pubmed:23077236;pubmed:25027693
ACTN1	SUMO3	BIOGRID:718237;BIOGRID:984436	physical association	pubmed:15576338;pubmed:25027693
ACTN1	TTN	BIOGRID:287731;BIOGRID:616576;BIOGRID:616577;BIOGRID:616578	direct interaction;physical association	pubmed:11305911;pubmed:9501083
ACTN1	UBC	BIOGRID:604728;BIOGRID:622174;BIOGRID:625795;BIOGRID:631323;BIOGRID:846090;BIOGRID:848821;BIOGRID:849778;BIOGRID:944357	physical association	pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22178446;pubmed:23000965;pubmed:24816145
ACTN1	ZYX	BIOGRID:288364;BIOGRID:304741;BIOGRID:304742	direct interaction	pubmed:10224105;pubmed:11423549
ACTN2	KCNA5	BIOGRID:256192;BIOGRID:275711;BIOGRID:275712;BIOGRID:275713;BIOGRID:275714;BIOGRID:717638;BIOGRID:717639	direct interaction;physical association	pubmed:10812072;pubmed:11389904;pubmed:12860415
ACTN2	SUMO1	BIOGRID:718236;BIOGRID:940746	physical association	pubmed:15576338;pubmed:24654937
ACTN2	UBC	BIOGRID:604729;BIOGRID:631322;BIOGRID:845384;BIOGRID:847888;BIOGRID:848890;BIOGRID:851835	physical association	pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22178446;pubmed:23000965
ACTN3	UBC	BIOGRID:845330;BIOGRID:851170	physical association	pubmed:21890473;pubmed:23000965
ACTN4	MYOZ2	BIOGRID:1036613;BIOGRID:120806;BIOGRID:837731	direct interaction	pubmed:16189514;pubmed:19447967;pubmed:25416956
ACTN4	PDLIM1	BIOGRID:122122;BIOGRID:301982	direct interaction	pubmed:10753915;pubmed:16189514
ACTN4	TRIM3	BIOGRID:287582;BIOGRID:287583;BIOGRID:722421	direct interaction;physical association	pubmed:10673389;pubmed:15772161
ACTN4	UBC	BIOGRID:1030668;BIOGRID:560592;BIOGRID:604730;BIOGRID:607254;BIOGRID:607749;BIOGRID:609393;BIOGRID:622179;BIOGRID:625802;BIOGRID:631326;BIOGRID:846572;BIOGRID:850352;BIOGRID:944834	physical association	pubmed:16196087;pubmed:17370265;pubmed:18781797;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22178446;pubmed:23000965;pubmed:24816145;pubmed:25147182
ACTN4	UBD	BIOGRID:733793;BIOGRID:885998	physical association	pubmed:22797925;pubmed:23862649
ACTR10	UBC	BIOGRID:619463;BIOGRID:628778;BIOGRID:729190;BIOGRID:850327	physical association	pubmed:21139048;pubmed:21906983;pubmed:22053931;pubmed:23000965
ACTR1A	SPTBN2	BIOGRID:304198;BIOGRID:304199;BIOGRID:316699;BIOGRID:316700	direct interaction	pubmed:11357136;pubmed:11461920
ACTR1A	UBC	BIOGRID:560906;BIOGRID:621210;BIOGRID:626151;BIOGRID:630435;BIOGRID:847205;BIOGRID:851039;BIOGRID:944819	physical association	pubmed:16196087;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:23000965;pubmed:24816145
ACTR1B	UBC	BIOGRID:621212;BIOGRID:630436	physical association	pubmed:21139048;pubmed:21906983
ACTR2	CTTN	BIOGRID:301814;BIOGRID:869073	direct interaction;physical association	pubmed:11018051;pubmed:12732638
ACTR2	ESR1	BIOGRID:545302;BIOGRID:545309;BIOGRID:797627	physical association	pubmed:20308691;pubmed:21182205
ACTR2	SUMO2	BIOGRID:815990;BIOGRID:984728	physical association	pubmed:23077236;pubmed:25027693
ACTR2	UBC	BIOGRID:1030893;BIOGRID:560905;BIOGRID:605817;BIOGRID:608053;BIOGRID:609394;BIOGRID:621564;BIOGRID:626633;BIOGRID:630741;BIOGRID:729454;BIOGRID:730390;BIOGRID:845468;BIOGRID:849133;BIOGRID:943315;BIOGRID:985793	physical association	pubmed:16196087;pubmed:18781797;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:21987572;pubmed:22053931;pubmed:22118674;pubmed:22505724;pubmed:23000965;pubmed:24816145;pubmed:25015289;pubmed:25147182
ACTR3	CTTN	BIOGRID:301815;BIOGRID:301819;BIOGRID:301821;BIOGRID:301826;BIOGRID:869028;BIOGRID:869074	direct interaction;physical association	pubmed:11018051;pubmed:11231575;pubmed:12176742;pubmed:12732638
ACTR3	ESR1	BIOGRID:545301;BIOGRID:545308;BIOGRID:797628	physical association	pubmed:20308691;pubmed:21182205
ACTR3	UBC	BIOGRID:608052;BIOGRID:621567;BIOGRID:626635;BIOGRID:630743;BIOGRID:729455;BIOGRID:730389;BIOGRID:847207;BIOGRID:851041;BIOGRID:944681	physical association	pubmed:18781797;pubmed:21139048;pubmed:21890473;pubmed:21906983;pubmed:21963094;pubmed:22053931;pubmed:22505724;pubmed:23000965;pubmed:24816145
ACTR5	ACTR8	BIOGRID:563269;BIOGRID:563283;BIOGRID:796167	physical association	pubmed:17721549;pubmed:18163988
ACTR5	INO80	BIOGRID:429396;BIOGRID:506675;BIOGRID:563266;BIOGRID:825289;BIOGRID:825291	physical association	pubmed:17721549;pubmed:20197409;pubmed:20855601;pubmed:21303910
ACTR5	INO80E	BIOGRID:563206;BIOGRID:563260;BIOGRID:692569	physical association	pubmed:17721549;pubmed:18922472
ACTR5	RUVBL2	BIOGRID:425180;BIOGRID:563262	physical association	pubmed:17643375;pubmed:17721549
ACTR5	UCHL5	BIOGRID:563271;BIOGRID:692566	physical association	pubmed:17721549;pubmed:18922472
ACTR6	UBC	BIOGRID:623880;BIOGRID:631808	physical association	pubmed:21890473;pubmed:21906983
ACTR8	INO80	BIOGRID:506680;BIOGRID:563280	physical association	pubmed:17721549;pubmed:21303910
ACTR8	INO80E	BIOGRID:563207;BIOGRID:563274;BIOGRID:692570	physical association	pubmed:17721549;pubmed:18922472
ACTR8	RUVBL2	BIOGRID:425268;BIOGRID:563253;BIOGRID:563276	physical association	pubmed:17643375;pubmed:17721549
ACTR8	UBC	BIOGRID:629400;BIOGRID:849536;BIOGRID:944706	physical association	pubmed:21906983;pubmed:23000965;pubmed:24816145
ACTR8	UCHL5	BIOGRID:563285;BIOGRID:692567	physical association	pubmed:17721549;pubmed:18922472
ACTR8	YY1	BIOGRID:563217;BIOGRID:563279;BIOGRID:614392	physical association	pubmed:17721549;pubmed:22210892
ACVR1	BMPR2	BIOGRID:244157;BIOGRID:244158;BIOGRID:244159;BIOGRID:244160;BIOGRID:327867	direct interaction;physical association	pubmed:7791754;pubmed:7890683
ACVR1	SMAD1	BIOGRID:304768;BIOGRID:304769	physical association	pubmed:10652350;pubmed:9748228
ACVR1	SMAD5	BIOGRID:304767;BIOGRID:304770	physical association	pubmed:10652350;pubmed:9748228
ACVR1	SMAD6	BIOGRID:727017;BIOGRID:833217	physical association	pubmed:20663871;pubmed:23455153
ACVR1B	ACVR2A	BIOGRID:304412;BIOGRID:304773	physical association	pubmed:8612709;pubmed:9892009
ACVR1B	FKBP1A	BIOGRID:438503;BIOGRID:514093	direct interaction;physical association	pubmed:15908921;pubmed:16720724
ACVR1B	SMAD7	BIOGRID:288177;BIOGRID:438506;BIOGRID:438507;BIOGRID:727023	physical association	pubmed:12023024;pubmed:16720724;pubmed:20663871
ACVR1B	SMURF1	BIOGRID:438508;BIOGRID:644732	physical association	pubmed:12857866;pubmed:16720724
ACVR1B	UBC	BIOGRID:567910;BIOGRID:614003	physical association	pubmed:19953087;pubmed:20596523
ACVR2A	INHBA	BIOGRID:275206;BIOGRID:282731;BIOGRID:882440	physical association	pubmed:10746731;pubmed:8242742;pubmed:9202237
ACVR2A	SYNJ2BP	BIOGRID:243310;BIOGRID:305014;BIOGRID:305018	direct interaction	pubmed:11882656;pubmed:15451561
ACVR2A	UBC	BIOGRID:622166;BIOGRID:631314	physical association	pubmed:21139048;pubmed:21906983
ACVR2B	INHBA	BIOGRID:282732;BIOGRID:882442	physical association	pubmed:8242742;pubmed:9202237
ACVRL1	TGFB1	BIOGRID:297633;BIOGRID:882439	physical association	pubmed:10716993;pubmed:8242742
ACY1	UBC	BIOGRID:609395;BIOGRID:631313;BIOGRID:845648	physical association	pubmed:21906983;pubmed:21963094;pubmed:21987572
ACYP1	UBC	BIOGRID:1031354;BIOGRID:625762;BIOGRID:631312	physical association	pubmed:21890473;pubmed:21906983;pubmed:25147182
ADA	UBC	BIOGRID:627278;BIOGRID:730361;BIOGRID:942721	physical association	pubmed:21906983;pubmed:22505724;pubmed:24816145
ADAM10	UBC	BIOGRID:1031377;BIOGRID:607728;BIOGRID:627277;BIOGRID:730402;BIOGRID:939744	physical association	pubmed:18781797;pubmed:21906983;pubmed:22505724;pubmed:24654937;pubmed:25147182
ADAM12	IGFBP3	BIOGRID:280453;BIOGRID:280454;BIOGRID:288310	direct interaction;physical association	pubmed:10849447;pubmed:11095942
ADAM15	FYN	BIOGRID:299127;BIOGRID:725648	direct interaction	pubmed:11741929;pubmed:16374509
ADAM15	GRB2	BIOGRID:299129;BIOGRID:299139;BIOGRID:725653;BIOGRID:834908	direct interaction;physical association	pubmed:11741929;pubmed:16374509;pubmed:18296648
ADAM15	HCK	BIOGRID:299137;BIOGRID:299138;BIOGRID:725640	direct interaction	pubmed:11741929;pubmed:16374509
ADAM15	LCK	BIOGRID:299128;BIOGRID:299136;BIOGRID:725641	direct interaction;physical association	pubmed:11741929;pubmed:16374509
ADAM15	NCK1	BIOGRID:725655;BIOGRID:834912	direct interaction;physical association	pubmed:16374509;pubmed:18296648
ADAM15	SH3PXD2A	BIOGRID:725650;BIOGRID:834909	direct interaction;physical association	pubmed:16374509;pubmed:18296648
ADAM15	SNX9	BIOGRID:280264;BIOGRID:280268;BIOGRID:28041;BIOGRID:725649	direct interaction;physical association	pubmed:10531379;pubmed:16374509
