#VALUE = Log10 normalized expression of ORF																																
ORF	ORF_BNAME	P	A384	A744	A1224	A1824	A2496	B384	B744	B1224	B1824	B2496	C384	C744	C1224	C1824	C2496	D384	D744	D1224	D1824	D2496	E384	E744	E1224	E1824	E2496	F384	F744	F1224	F1824	F2496
rdlB	b4422	2.403028	2.319702	2.52343	2.335373	2.491896	2.719514	2.58172	2.479665	2.535853	2.514448	2.452718	2.249563	2.227776	2.486354	2.523048	2.457496	2.376081	2.469154	2.597583	2.680145	2.61421	2.367098	2.356014	2.585734	2.471256	2.580382	2.517506	2.254149	2.541777	2.587645	2.459407
rdlC	b4424	2.455393	2.287021	2.597583	2.335564	2.509097	2.623192	2.563564	2.653579	2.387165	2.366716	2.489412	2.281861	2.369009	2.365378	2.566049	2.388312	2.420419	2.450042	2.597583	2.388312	2.586116	2.43246	2.356205	2.509097	2.47202	2.631601	2.487883	2.294666	2.478518	2.544262	2.48559
chaA	b1216	3.164047	3.10098	3.08913	2.986884	2.995293	2.920949	3.095246	2.964906	2.890944	2.709767	2.72391	3.0941	2.985164	2.898015	2.82501	2.804943	3.043836	3.072886	2.893811	2.755444	2.751431	3.090468	3.048996	3.079192	2.832081	2.775893	3.186026	3.120664	2.977519	3.02052	3.053201
ychN	b1219	2.343973	2.510434	2.535853	2.555729	2.483869	2.207517	2.473932	2.465523	2.519799	2.469154	2.489985	2.509097	2.506803	2.48062	2.324097	2.32964	2.420993	2.496674	2.417935	2.497247	2.543497	2.458833	2.529164	2.446984	2.495718	2.499541	2.517697	2.589174	2.503554	2.445264	2.510434
narL	b1221	2.667722	2.748755	2.722572	2.515977	2.612681	2.698683	2.705372	2.589747	2.548275	2.546746	2.562036	2.707856	2.717985	2.643068	2.554773	2.502025	2.784875	2.682629	2.671926	2.683967	2.747608	2.757928	2.717221	2.663326	2.635232	2.52687	2.738817	2.710914	2.648993	2.459407	2.426344
tyrV	b1230	3.135954	3.394914	3.333184	3.201315	3.202844	3.212973	3.154301	3.281965	3.333184	3.334522	3.273556	3.352105	3.350194	3.185452	3.182777	3.116269	3.319424	3.345416	3.241831	3.318468	3.338344	3.243169	3.428933	3.253107	3.149905	3.297637	3.119709	3.296681	3.216031	3.317322	3.271836
tyrT	b1231	3.138247	3.410586	3.338344	3.2382	3.257885	3.243169	3.230556	3.283112	3.360705	3.386887	3.319424	3.330891	3.352105	3.174368	3.216031	3.148567	3.363763	3.38211	3.253107	3.358793	3.354016	3.229218	3.393003	3.262089	3.216604	3.326686	3.161181	3.315602	3.273556	3.358793	3.309677
purU	b1232	3.371598	3.366247	3.405235	3.428933	3.391092	3.355162	3.334522	3.469258	3.402559	3.373127	3.398737	3.371598	3.449	3.369496	3.248711	3.286934	3.342167	3.391092	3.334522	3.288081	3.284832	3.354016	3.407337	3.367012	3.373127	3.367012	3.307002	3.325157	3.323819	3.40103	3.38211
ychJ	b1233	3.119709	3.075752	3.134616	3.063139	3.052628	3.055303	3.103273	3.145509	3.038294	3.001409	3.072886	3.036191	3.096584	3.122576	2.949425	2.939296	3.007524	3.119135	3.04613	2.950572	3.084926	3.02052	3.084926	3.100024	3.00676	3.143789	3.012876	3.030267	3.047467	3.068299	3.072886
rssA	b1234	2.438193	2.348751	2.29199	2.294092	2.316835	2.374169	2.32964	2.314924	2.404748	2.378183	2.300017	2.373405	2.344547	2.273452	2.283772	2.329831	2.316835	2.241153	2.18745	2.26963	2.261794	2.333271	2.281861	2.269247	2.303648	2.237522	2.386592	2.318555	2.310146	2.322377	2.314924
galU	b1236	2.951145	2.976755	2.97083	3.074797	3.112447	3.104228	3.01536	2.973124	3.052628	2.876802	2.907189	2.955159	2.967964	2.878713	2.759266	2.721425	2.941972	3.053201	2.926301	2.887313	2.867819	3.001409	3.024725	3.019373	2.937768	2.937003	2.985164	3.022431	2.97083	3.021667	2.919038
hns	b1237	3.562522	3.550291	3.522961	3.693053	3.668782	3.654831	3.542837	3.478049	3.609154	3.69764	3.66152	3.577047	3.520095	3.597878	3.721339	3.738539	3.480151	3.485312	3.501365	3.562522	3.550291	3.542837	3.493912	3.522961	3.681013	3.648142	3.693053	3.601892	3.573033	3.597878	3.59463
tdk	b1238	2.13604	2.246123	2.334609	2.451571	2.420993	2.414304	2.289697	2.455393	2.453864	2.605801	2.490559	2.277083	2.193566	2.453864	2.566813	2.535853	2.165281	2.363085	2.364231	2.420419	2.367863	2.256825	2.272114	2.362894	2.451189	2.631792	2.263323	2.368627	2.385828	2.376845	2.377801
adhE	b1241	2.887313	2.749328	2.743021	2.707856	2.710914	2.765764	2.715501	2.590512	2.716265	2.728114	2.769204	2.743021	2.71875	2.660269	2.629881	2.707474	2.738817	2.690847	2.635806	2.700785	2.690847	2.775129	2.739772	2.695434	2.710532	2.670971	2.826921	2.811823	2.712061	2.716265	2.716265
oppA	b1243	3.147803	3.138247	3.149905	3.212973	3.132705	3.019373	3.143789	3.329362	3.371598	3.437151	3.450529	3.158314	3.234187	3.22272	3.117798	2.987648	3.065241	3.177999	3.114357	3.143789	3.135954	3.134616	3.177425	3.068299	3.139585	3.281965	3.209533	3.174368	3.133278	3.271836	3.232849
oppB	b1244	2.352956	2.372258	2.368818	2.540822	2.465331	2.297533	2.301928	2.582103	2.613636	2.700212	2.61077	2.385828	2.498394	2.454056	2.411437	2.273452	2.3176	2.463229	2.34856	2.507377	2.458451	2.414113	2.50451	2.314924	2.427108	2.491896	2.463994	2.495336	2.391179	2.60389	2.544262
oppC	b1245	2.380859	2.373214	2.425197	2.498394	2.409143	2.227776	2.364423	2.573884	2.530884	2.572356	2.524577	2.400352	2.499541	2.517506	2.362894	2.205415	2.30059	2.422904	2.395001	2.487883	2.466478	2.433606	2.466287	2.363085	2.356014	2.527635	2.432077	2.495718	2.429593	2.570636	2.587645
oppD	b1246	2.283008	2.356396	2.283772	2.478136	2.421566	2.273452	2.302119	2.518461	2.465905	2.515594	2.515594	2.336329	2.448704	2.407997	2.284728	2.215162	2.288359	2.363658	2.348751	2.437046	2.384108	2.343973	2.451189	2.220895	2.313968	2.39309	2.358689	2.457114	2.301737	2.498394	2.486354
yciU	b1248	2.45654	2.571782	2.570636	2.566813	2.591276	2.446984	2.57312	2.56108	2.487883	2.427682	2.380094	2.570636	2.570636	2.498394	2.380094	2.310146	2.665237	2.61077	2.585734	2.591276	2.567387	2.571018	2.602934	2.560507	2.592232	2.493043	2.506421	2.496674	2.559742	2.551524	2.466287
cls	cls	2.646699	2.577133	2.506803	2.429019	2.450042	2.415068	2.52343	2.495718	2.379138	2.360027	2.343973	2.550378	2.60905	2.446029	2.352956	2.263896	2.56968	2.519035	2.428064	2.368627	2.347605	2.540057	2.564329	2.490559	2.451571	2.393281	2.506803	2.487883	2.491896	2.482341	2.44106
yciI	b1251	2.418699	2.486354	2.507377	2.468198	2.570062	2.65186	2.50795	2.338622	2.502408	2.44278	2.470683	2.532604	2.618606	2.507377	2.403792	2.330213	2.530884	2.478136	2.452144	2.523048	2.48903	2.48903	2.53031	2.491323	2.570062	2.550569	2.57312	2.553053	2.429784	2.536617	2.529164
tonB	b1252	2.789653	2.683967	2.731555	2.674793	2.65186	2.810867	2.839534	2.654153	2.61421	2.57312	2.632748	2.78564	2.755444	2.744359	2.555729	2.591276	2.762324	2.789653	2.832081	2.777231	2.719514	2.671926	2.72563	2.766528	2.710914	2.700403	2.809147	2.739772	2.755062	2.773982	2.76844
yciA	b1253	2.014874	2.308999	2.387547	2.499541	2.43246	2.393281	2.290843	2.450998	2.283772	2.367098	2.309573	2.154961	2.235038	2.274216	2.238096	2.300017	2.268674	2.345311	2.364423	2.441633	2.417553	2.257207	2.318746	2.304795	2.3262	2.367863	2.244976	2.121325	2.283772	2.438193	2.304795
yciB	b1254	2.952101	2.881006	2.900691	2.85425	2.859028	2.832081	2.86113	2.916554	2.919038	2.817174	2.873171	2.870877	2.859028	2.818512	2.716265	2.77876	2.827494	2.85253	2.832654	2.843166	2.82501	2.885975	2.839534	2.882153	2.853295	2.892473	2.881006	2.86113	2.870304	2.854441	2.871259
yciC	b1255	2.735377	2.756399	2.754297	2.759075	2.758693	2.754297	2.731555	2.673073	2.716839	2.691803	2.714927	2.743404	2.727541	2.744932	2.57656	2.611343	2.675558	2.729452	2.738817	2.72391	2.752386	2.745697	2.682629	2.721425	2.73595	2.733848	2.688936	2.703652	2.762324	2.732319	2.739772
trpA	b1260	3.082441	3.101744	3.110535	3.04613	3.104228	3.214502	3.062374	3.122576	3.084926	3.0941	3.10098	3.083779	3.060654	3.079192	3.135954	3.251387	3.066197	3.119709	3.046703	3.066197	3.086455	3.044601	3.096584	3.069446	3.039058	3.082441	3.120664	3.086455	3.069446	3.074032	3.039632
trpB	b1261	3.177999	3.247947	3.252342	3.166723	3.227115	3.347518	3.201315	3.272983	3.222147	3.243933	3.197493	3.222147	3.264574	3.260561	3.259414	3.343504	3.22272	3.254636	3.222147	3.202271	3.216031	3.230556	3.246418	3.204373	3.225969	3.198448	3.243933	3.248711	3.185452	3.200359	3.204373
trpC	b1262	2.830361	2.899927	2.920949	2.863424	2.952101	3.07881	2.907189	2.993	2.962612	2.949425	2.897251	2.86285	2.907189	2.929167	2.950572	3.08913	2.859984	2.946177	2.857881	2.898015	2.854441	2.894384	2.916745	2.901264	2.89706	2.893811	2.931269	2.89706	2.884064	2.909673	2.859028
trpD	b1263	2.648037	2.741493	2.732319	2.675558	2.77876	2.952101	2.685305	2.790991	2.69314	2.765764	2.703652	2.688936	2.709385	2.705372	2.773982	2.967964	2.645553	2.730026	2.698683	2.725056	2.728114	2.716839	2.701932	2.689891	2.700403	2.700785	2.706901	2.688936	2.668487	2.670971	2.702887
trpE	b1264	2.692185	2.778378	2.798827	2.766528	2.89706	3.074797	2.774937	2.882726	2.771688	2.82329	2.829214	2.72563	2.773026	2.792329	2.854441	3.080912	2.676322	2.775893	2.747608	2.806089	2.774937	2.758693	2.766528	2.767293	2.765	2.757355	2.795005	2.752386	2.730217	2.803222	2.741493
trpL	b1265	2.543497	2.732319	2.642495	2.687789	2.870304	3.149905	2.661033	2.685305	2.801885	2.738052	2.743404	2.571018	2.624721	2.538719	2.951145	3.072886	2.493043	2.581147	2.349324	2.625103	2.601787	2.561653	2.60389	2.377801	2.635806	2.571018	2.725248	2.627588	2.527635	2.757928	2.646508
yciV	b1266	2.368627	2.51139	2.48903	2.500305	2.458451	2.490559	2.461127	2.505848	2.454056	2.469918	2.526106	2.473358	2.476225	2.454247	2.35372	2.352574	2.515594	2.507377	2.491896	2.564329	2.624721	2.499541	2.484443	2.433989	2.472976	2.478136	2.415068	2.457114	2.50451	2.482723	2.477563
yciO	b1267	2.570062	2.684731	2.716839	2.709385	2.690847	2.616121	2.69314	2.685687	2.615356	2.663326	2.646699	2.682056	2.684731	2.667722	2.577133	2.483487	2.688936	2.671926	2.707474	2.716265	2.72047	2.663326	2.675558	2.635232	2.646508	2.67766	2.72563	2.711296	2.637335	2.624721	2.63485
rluB	b1269	2.9091	2.848517	2.765764	2.676322	2.808192	2.872406	2.800356	2.704416	2.707856	2.683584	2.669251	2.863424	2.6553	2.745697	2.910629	2.79596	2.875655	2.765	2.775129	2.871259	2.893811	2.886166	2.741493	2.742448	2.693331	2.671926	2.837814	2.833419	2.744359	2.643068	2.620326
btuR	b1270	2.438766	2.424433	2.473167	2.478518	2.422522	2.343973	2.424433	2.610196	2.512537	2.506803	2.461509	2.374169	2.469154	2.455202	2.290843	2.289697	2.470683	2.50795	2.532604	2.465523	2.384681	2.403028	2.466478	2.473167	2.50451	2.420228	2.404748	2.50967	2.44278	2.473167	2.451189
yciK	b1271	2.679189	2.646508	2.702887	2.659504	2.668678	2.595098	2.624721	2.61077	2.563564	2.536617	2.618988	2.618988	2.719514	2.660842	2.449469	2.51139	2.612108	2.657211	2.664091	2.607521	2.608476	2.595481	2.665811	2.635806	2.627206	2.623192	2.707474	2.628352	2.585734	2.671926	2.635232
sohB	b1272	2.754297	2.766528	2.778378	2.808383	2.79768	2.72047	2.743404	2.721425	2.86113	2.877566	2.82329	2.761559	2.798254	2.777231	2.635232	2.592041	2.748755	2.783538	2.748755	2.725248	2.711296	2.750284	2.775893	2.755444	2.806472	2.744932	2.806089	2.775129	2.755444	2.766528	2.709385
yciN	b1273	2.668487	2.646508	2.733848	2.677087	2.659504	2.747608	2.685687	2.759266	2.592996	2.567387	2.679189	2.599876	2.656446	2.630837	2.689891	2.707856	2.677087	2.817174	2.563564	2.60045	2.615356	2.683967	2.691803	2.721616	2.669251	2.6553	2.646699	2.570636	2.723527	2.693331	2.675558
topA	b1274	2.922478	2.94847	2.910629	2.916554	2.920949	2.953057	2.922478	2.986502	2.891135	2.897251	2.914643	2.97083	2.931843	2.901264	2.919038	2.890944	2.974462	2.922478	2.951145	2.941208	2.954395	2.951145	2.939296	2.872406	2.907189	2.871259	2.922478	2.907189	2.926683	2.910629	2.937003
cysB	b1275	2.707474	2.646699	2.643068	2.67766	2.691803	2.676322	2.650713	2.644788	2.610196	2.663326	2.704416	2.696389	2.625103	2.694669	2.700785	2.67766	2.57656	2.611343	2.618988	2.581147	2.646508	2.61249	2.625103	2.612108	2.653579	2.716265	2.636379	2.571018	2.637526	2.644215	2.646699
acnA	b1276	2.534706	2.425197	2.379521	2.071061	2.037234	2.052141	2.414113	2.21994	2.037234	2.149801	2.070488	2.407806	2.489412	2.408379	2.301737	2.246696	2.393281	2.398823	2.240007	2.318746	2.332506	2.473167	2.505466	2.26963	2.356205	2.096671	2.443544	2.417553	2.277083	2.094568	2.071635
ribA	b1277	2.484825	2.577707	2.621663	2.694669	2.644215	2.665237	2.573694	2.665811	2.6553	2.700403	2.680145	2.571782	2.571018	2.580382	2.506803	2.536235	2.577133	2.625103	2.628352	2.684731	2.700212	2.612681	2.604463	2.595098	2.646508	2.650713	2.599876	2.599876	2.604463	2.664091	2.648037
yciS	b1279	2.668678	2.648037	2.622237	2.533177	2.548275	2.590512	2.651668	2.555729	2.50279	2.497439	2.526297	2.590512	2.631792	2.631028	2.482914	2.458451	2.67766	2.588027	2.646699	2.48903	2.63485	2.627014	2.643068	2.586116	2.58172	2.558404	2.569298	2.553435	2.659504	2.557831	2.660842
yciM	b1280	2.35372	2.349324	2.266381	2.255487	2.241153	2.313586	2.310146	2.281861	2.319319	2.277274	2.255487	2.321613	2.283772	2.274981	2.181334	2.188788	2.402646	2.283772	2.387547	2.326582	2.300972	2.309764	2.282625	2.316071	2.335373	2.271541	2.326582	2.263323	2.351618	2.270776	2.29543
pyrF	b1281	2.660842	2.784875	2.873935	2.884064	2.808383	2.78564	2.861895	2.844886	2.855015	2.909673	2.898015	2.786213	2.806472	2.870304	2.716839	2.716839	2.828259	2.847561	2.926683	2.955159	2.937003	2.819467	2.841254	2.873171	2.832654	2.919038	2.827494	2.775893	2.876037	2.881006	2.84221
yciH	b1282	2.474696	2.742448	2.734612	2.759266	2.711296	2.637335	2.716265	2.777804	2.803222	2.887313	2.788316	2.697154	2.782964	2.706327	2.665811	2.612108	2.764044	2.68282	2.729452	2.806472	2.759266	2.684731	2.644215	2.696389	2.736523	2.757928	2.6897	2.696389	2.695243	2.790991	2.676322
osmB	b1283	3.343504	3.195964	3.340255	3.311779	3.262663	3.180292	3.262089	2.79596	3.262663	3.007524	3.066197	3.22272	3.333184	3.135954	2.710532	2.873171	3.191186	3.276805	2.905278	2.879477	2.94847	3.091233	3.271836	3.267632	3.140732	3.384021	3.29305	3.216031	3.314646	3.30165	3.345416
rnb	b1286	3.333184	3.386887	3.414981	3.472507	3.45244	3.428933	3.38555	3.49869	3.45244	3.444986	3.45244	3.363763	3.414981	3.428933	3.231893	3.243933	3.408866	3.4662	3.51589	3.478049	3.439253	3.418804	3.433328	3.480151	3.485312	3.475183	3.337198	3.326686	3.454542	3.469258	3.444986
yciW	b1287	3.240111	3.116269	3.150861	3.134616	3.091233	3.075752	3.142261	3.13538	3.163283	3.200359	3.259414	3.206284	3.040778	3.200359	3.034472	2.823098	3.112447	3.083779	3.26897	3.069446	3.08741	3.062374	3.033325	3.21756	3.202271	3.170354	3.186599	3.105948	3.194817	3.15927	3.205137
fabI	b1288	3.393003	3.490854	3.504997	3.51589	3.504997	3.581443	3.493912	3.520095	3.439253	3.439253	3.496588	3.391092	3.435813	3.423964	3.206284	3.345416	3.550291	3.520095	3.542837	3.490854	3.442311	3.483401	3.462569	3.493912	3.459702	3.478049	3.418804	3.374656	3.405235	3.414981	3.393003
sapD	b1291	2.160121	2.080044	2.040865	2.052714	2.118075	2.237331	2.144258	2.093422	2.090173	2.063226	2.116929	2.076795	2.069341	2.107946	2.043923	2.137951	2.113489	2.093422	2.258927	2.270012	2.277274	2.134702	2.118075	2.128205	2.160121	2.097435	2.039527	2.051759	2.16165	2.036469	2.091893
sapA	b1294	2.293901	2.300017	2.237331	2.238096	2.299061	2.374361	2.319128	2.257781	2.293519	2.278039	2.316071	2.302884	2.262176	2.283008	2.202739	2.290843	2.269247	2.258927	2.395192	2.43762	2.417935	2.29199	2.247269	2.305942	2.314924	2.272114	2.276319	2.235802	2.292946	2.260265	2.276319
ymjA	b1295	2.154387	2.164325	2.237522	2.342444	2.362894	2.366716	2.235038	2.301737	2.387357	2.302884	2.366716	2.155725	2.145023	2.17713	2.268292	2.282625	2.157254	2.192801	2.293519	2.334609	2.34168	2.200446	2.156299	2.243256	2.294092	2.310146	2.126293	2.006655	2.21994	2.289697	2.257781
pspA	b1304	3.520095	3.38899	3.396443	3.16787	2.897251	2.961083	3.444986	2.955923	2.892473	2.926301	2.915789	3.309677	3.235333	3.232849	3.193479	2.968919	3.321717	3.183923	3.088557	2.987648	2.926683	3.119135	2.995293	3.026827	3.074032	3.04441	3.529459	3.149905	3.091233	3.16787	3.001409
pspB	b1305	3.271836	3.240111	3.157358	2.854441	2.613063	2.637526	3.216031	2.850428	2.674793	2.766528	2.648037	3.112447	3.018227	2.912922	2.939296	2.678042	3.176661	2.964906	2.877566	2.798063	2.678042	2.990706	2.78736	2.770924	2.843166	2.725248	3.338344	3.003702	2.84221	2.911776	2.72391
pspC	b1306	2.888077	2.703652	2.717221	2.39997	2.150947	2.116929	2.775129	2.473358	2.064372	2.18229	2.125147	2.639819	2.571782	2.527635	2.412201	2.138716	2.654344	2.58172	2.475652	2.327155	2.261985	2.433989	2.272496	2.327155	2.304795	2.301737	2.773982	2.571782	2.459407	2.377419	2.3348
pspE	b1308	2.707856	2.448131	2.514448	2.487309	2.433606	2.447366	2.508906	2.395001	2.379521	2.379138	2.405895	2.572356	2.386592	2.366143	2.353911	2.319702	2.655108	2.463994	2.458833	2.414113	2.358498	2.393854	2.422522	2.447366	2.452144	2.349324	2.479092	2.446984	2.47202	2.451571	2.343973
ycjX	b1321	2.201402	2.287595	2.351618	2.283772	2.187259	2.201593	2.249563	2.519035	2.200446	2.27823	2.231789	2.196242	2.283772	2.190508	2.032074	2.024238	2.33136	2.335373	2.293901	2.223953	2.109858	2.297533	2.33136	2.24402	2.260838	2.225291	2.229878	2.221851	2.252811	2.28167	2.222233
tyrR	b1323	2.381623	2.433989	2.447366	2.400352	2.443544	2.491323	2.451571	2.416406	2.327155	2.379521	2.3606	2.407997	2.435709	2.417553	2.309764	2.357734	2.432077	2.416406	2.395766	2.350853	2.34856	2.454056	2.451571	2.378183	2.393281	2.367863	2.387165	2.34684	2.392134	2.377801	2.378183
tpx	b1324	3.700698	3.565771	3.648142	3.688467	3.601892	3.525828	3.648142	3.638777	3.510348	3.556597	3.641261	3.581443	3.66152	3.644319	3.347518	3.444986	3.553158	3.618519	3.66152	3.664195	3.668782	3.573033	3.664195	3.597878	3.609154	3.664195	3.565771	3.615079	3.634381	3.634381	3.707578
ydaL	ydaL	2.118649	2.10508	2.170823	2.238478	2.219367	2.215926	2.17713	2.055007	2.174837	2.057301	2.117693	2.111004	2.098582	2.137569	2.164325	2.06055	2.093422	2.17713	2.149801	2.240007	2.267145	2.135276	2.102978	2.178086	2.093422	2.105844	2.186112	2.102978	2.132982	2.213633	2.16165
ydaO	ydaO	2.137569	2.364423	2.351809	2.505848	2.465523	2.479665	2.357351	2.496674	2.476798	2.476798	2.453864	2.289697	2.294666	2.375316	2.244976	2.20618	2.307279	2.423095	2.476225	2.546173	2.544262	2.394428	2.345885	2.388312	2.427682	2.440678	2.327155	2.368818	2.417553	2.452144	2.478136
ydbJ	b4529	2.457114	2.35028	2.352574	2.378183	2.252047	2.263323	2.364996	2.259501	2.28511	2.319128	2.316835	2.303648	2.295239	2.336329	2.238478	2.201402	2.403028	2.35372	2.35028	2.287021	2.215926	2.281861	2.395766	2.336329	2.362894	2.310146	2.364996	2.347605	2.293519	2.322951	2.267527
hslJ	b1379	2.524195	2.547511	2.607521	2.773982	2.759075	2.760031	2.552098	2.45654	2.709385	2.606756	2.692185	2.582103	2.709576	2.668487	2.29199	2.264852	2.546173	2.626059	2.707856	2.784302	2.826539	2.500305	2.63313	2.743021	2.711296	2.829214	2.517697	2.668487	2.713398	2.707856	2.777804
ldhA	b1380	2.63485	2.637335	2.734995	2.709576	2.659504	2.700212	2.631601	2.806089	2.616121	2.618988	2.734612	2.650331	2.666002	2.63485	2.373214	2.623192	2.714927	2.765573	2.730026	2.617077	2.548657	2.638099	2.726777	2.669251	2.661033	2.651668	2.60045	2.668678	2.668678	2.664855	2.661033
azoR	b1412	2.38277	2.246696	2.352956	2.367098	2.343973	2.359071	2.319319	2.362894	2.276319	2.338622	2.406468	2.290843	2.344929	2.376081	2.06915	2.10508	2.278039	2.345885	2.33136	2.270967	2.333271	2.273261	2.337667	2.270012	2.24402	2.403792	2.23026	2.327155	2.310146	2.343973	2.400352
hrpA	b1413	2.209811	2.320275	2.324862	2.386592	2.409908	2.491896	2.332506	2.422904	2.260838	2.347605	2.35028	2.29199	2.29543	2.300017	2.203504	2.358498	2.288932	2.320848	2.350853	2.420993	2.429593	2.292755	2.319128	2.296577	2.326582	2.333271	2.276319	2.236185	2.301928	2.336711	2.35372
ydcF	b1414	2.324862	2.320848	2.412392	2.379138	2.335564	2.375316	2.365378	2.274216	2.305942	2.263132	2.322377	2.358689	2.44106	2.393854	2.203886	2.189744	2.365378	2.380667	2.368627	2.307279	2.310146	2.324862	2.384681	2.407997	2.348751	2.376081	2.377801	2.412201	2.319319	2.378183	2.387357
aldA	b1415	2.562036	2.409143	2.515594	2.79768	2.660269	2.500496	2.483869	2.721616	2.828259	2.941208	2.888077	2.448131	2.618988	2.746461	2.673647	2.512155	2.385063	2.596436	2.682056	2.756399	2.75315	2.420993	2.583822	2.534706	2.67078	2.872406	2.4445	2.61249	2.624721	2.804178	2.850428
gapC_2	b1416	2.620326	2.386592	2.481003	2.516359	2.395192	2.117693	2.446029	2.55592	2.682629	2.58172	2.580765	2.610196	2.449469	2.481003	2.55592	2.408379	2.449469	2.424433	2.331933	2.195286	2.208091	2.459407	2.422713	2.550378	2.527635	2.541777	2.498394	2.554009	2.533177	2.499541	2.536617
gapC_1	b1417	3.031987	2.78564	2.804943	2.888077	2.844886	2.605801	2.850428	2.770159	3.005613	2.888077	2.976182	2.924772	2.870304	2.889415	2.901264	2.78736	2.773982	2.765764	2.6897	2.63313	2.665237	2.804178	2.788316	2.882726	2.882726	2.873171	2.943883	2.908336	2.859984	2.855015	2.872406
gapC	gapC	2.923243	2.685305	2.735377	2.798063	2.738817	2.50107	2.74971	2.712061	2.907189	2.817174	2.873935	2.841254	2.765573	2.784302	2.809147	2.709385	2.705372	2.672882	2.60217	2.52343	2.549231	2.717221	2.692185	2.783538	2.783729	2.78564	2.83877	2.834183	2.77876	2.767293	2.789653
cybB	b1418	2.717221	2.786213	2.789462	2.774937	2.837814	2.780862	2.732319	2.722572	2.675558	2.619179	2.743786	2.824627	2.836668	2.764044	2.832654	2.678616	2.715501	2.723527	2.636379	2.765764	2.803222	2.706901	2.757355	2.722572	2.683584	2.777231	2.839534	2.784302	2.682056	2.748755	2.759075
mdoD	b1424	2.383916	2.493616	2.489412	2.548657	2.526297	2.638099	2.484443	2.4445	2.51311	2.487309	2.553435	2.533177	2.476798	2.517697	2.392134	2.265807	2.493616	2.533177	2.619179	2.571782	2.526106	2.441633	2.452144	2.52687	2.546746	2.493616	2.518461	2.554773	2.533559	2.528399	2.544453
