substrate	kinase
HIST1H3A	GSG2
CYLD	IKBKB
DOK1	IKBKB
TP63	IKBKB
IRF3	IKBKB
FOS	IKBKB
RELB	IKBKB
CDKN2A	IKBKB
BBC3	IKBKB
RELA	IKBKB
TSC1	IKBKB
RPS3	IKBKB
BCL10	IKBKB
FOXO3	IKBKB
REL	IKBKB
IRF5	IKBKB
SFPQ	MKNK1
HNRNPA1	MKNK1
SPRY2	MKNK1
RBMX	AURKB
NUMA1	AURKB
NDC80	AURKB
RBM3	AURKB
RB1	AURKB
PRKDC	AURKB
CDCA8	AURKB
DDX3X	AURKB
KIF2C	AURKB
GFAP	AURKB
AURKB	AURKB
DIAPH2	AURKB
DEK	AURKB
KRT8	AURKB
TP53	AURKB
MYBBP1A	AURKB
DSN1	AURKB
COBLL1	AURKB
PPHLN1	AURKB
RIF1	AURKB
HMGN2	AURKB
MYL12B	AURKB
YY1	AURKB
PARD3	AURKB
NELFE	AURKB
KIF23	AURKB
NINL	AURKB
CKAP2	AURKB
CCDC86	AURKB
HIST1H3A	AURKB
ATM	AURKB
RPL21	AURKB
VIM	AURKB
SH2D4A	AURKB
CASC5	AURKB
CDCA5	AURKB
CHMP4C	AURKB
RPS10	AURKB
H3F3A	AURKB
DDX52	AURKB
HMGN5	AURKB
ARHGAP21	AURKB
CBX5	AURKB
HSP90AB1	AURKB
MAPRE3	AURKB
NAGK	AURKB
LMO7	AURKB
PTRF	AURKB
WWC1	AURKB
SUPT16H	AURKB
HIST1H2BB	AURKB
BIRC5	AURKB
RPL8	AURKB
NUSAP1	AURKB
RBM14	AURKB
MKI67	AURKB
RASSF1	AURKB
DDA1	AURKB
MPHOSPH10	AURKB
UTP3	AURKB
HDAC5	AURKB
SSH3	AURKB
PLEC	AURKB
AHNAK	AURKB
FCGR2C	BLK
POLR2A	BRD4
CNTROB	NEK2
NEK2	NEK2
TRIOBP	NEK2
CEP250	NEK2
SGOL1	NEK2
SKP2	PIM1
MAP3K5	PIM1
MARK3	PIM1
RUNX3	PIM1
POU5F1	PIM1
MDM2	PIM1
FOXO3	PIM1
CDKN1B	PIM1
HIST1H3A	PIM1
ABCG2	PIM1
RELA	PIM1
CXCR4	PIM1
PRDX1	STK4
TNNI3	STK4
ABL1	STK4
FOXO3	STK4
AURKB	STK4
MOB1B	STK4
HIST1H2BB	STK4
STK38	STK4
H2AFX	STK4
VIM	MOS
PRKCQ	MAP4K3
MAP4K3	MAP4K3
FGF23	FAM20C
ACIN1	SRPK2
CDK11B	CDK11A
SMAD6	PRKX
PKD1	PRKX
NCOA3	MAPK6
CAMK2G	CAMK2G
PDHA2	PDK1
PPP1R2	MARK3
SIRT1	MAPK8
SREBF1	MAPK8
MAPT	MAPK8
EIF4ENIF1	MAPK8
EEF1A2	MAPK8
CDT1	MAPK8
APP	MAPK8
RARA	MAPK8
NR4A1	MAPK8
RXRA	MAPK8
SP1	MAPK8
LAT	MAPK8
STAT6	MAPK8
CTBP1	MAPK8
NFATC4	MAPK8
JUND	MAPK8
NCOA3	MAPK8
TWIST1	MAPK8
DIABLO	MAPK8
CTNNB1	MAPK8
CDC25B	MAPK8
STK4	MAPK8
MCL1	MAPK8
CDC25C	MAPK8
AIMP1	MAPK8
AR	MAPK8
IRF3	MAPK8
MAP3K5	AKT2
HTRA2	AKT2
EZR	AKT2
CBY1	AKT2
FLNC	AKT2
RACGAP1	AKT2
HIST1H3A	AKT2
EDC3	AKT2
KHSRP	AKT2
CTNNB1	AKT2
ANKRD2	AKT2
SH3RF1	AKT2
GAPDH	AKT2
NOX5	PRKCB
ANXA1	PRKCB
KCNC4	PRKCB
ORAI1	PRKCB
MSX2	PRKCB
CFLAR	PRKCB
AKT1	PRKCB
IBTK	PRKCB
IRS1	PRKCB
STMN1	PRKCB
TYR	PRKCB
ILF3	PRKCB
EEF1A1	PASK
HIST1H3A	PBK
GPSM2	PBK
PRDX1	PBK
PRC1	PBK
BAD	BRAF
TTK	BRAF
MAP2K2	BRAF
NEDD1	NEK9
MYL12B	MYLK
MYL9	MYLK
HSP90AA1	PRKCG
MAPT	PRKCG
KCNC4	PRKCG
KIR3DL1	PRKCG
GSK3B	PRKCG
MMP14	PRKCG
RPS6KB2	PRKCG
ARHGEF7	PRKCG
C5AR1	PRKCG
APTX	PRKCG
NGFR	PRKCG
PDK1	FLT3
SRPK1	SRPK1
SRSF1	SRPK1
RBM4	SRPK1
RBM8A	SRPK1
PTEN	PRKCZ
NCOA3	PRKCZ
MARK2	PRKCZ
MAPT	PRKCZ
STK11	PRKCZ
AQP9	PRKCZ
MYH10	PRKCZ
RPS6KB2	PRKCZ
SP1	PRKCZ
BAX	PRKCZ
MARK3	PRKCZ
NR1H4	PRKCZ
IRS1	PRKCZ
ADD2	PRKCZ
ADD1	PRKCZ
NREP	PRKCZ
GEM	PRKCZ
TRAF2	PRKCZ
NCF1	PRKCZ
ATF2	PLK3
YWHAE	PLK3
TOP2A	PLK3
PTEN	PLK3
CALU	PLK3
HSP90AB1	PLK3
NPM1	PLK3
JUN	PLK3
CCNB1	PLK3
CDC25A	PLK3
SNCB	PLK3
HIF1A	PLK3
BCL2L1	PLK3
SNCA	PLK3
MYC	MAPK10
APP	MAPK10
NFATC1	MAPK10
APLP2	MAPK10
VDAC1	NEK1
NDC80	NEK1
ICK	CDK20
MYL12B	DAPK3
TP53	DAPK3
FGFR2	FGFR2
PTEN	FGFR2
BRSK1	BRSK1
PRKAA1	BRSK1
WWOX	TNK2
AR	TNK2
WAS	TNK2
AGO2	AKT3
BRAF	AKT3
MAFA	MAP3K1
FADD	MAP3K1
TP53	TP53RK
SRCIN1	ALK
SFPQ	ALK
ATIC	ALK
VASP	ALK
PTPN11	ALK
GRB2	ALK
GPRC5A	EGFR
GSTP1	EGFR
SHC1	EGFR
CCDC50	EGFR
PTK2	EGFR
PCNA	EGFR
HDAC6	EGFR
LRRK1	EGFR
PDP1	EGFR
CTNNB1	EGFR
SHC3	EGFR
PPP2CA	EGFR
AGO2	EGFR
HIST1H3A	RPS6KA5
WNK1	RPS6KA5
SRF	RPS6KA5
HIST1H2AI	RPS6KA5
ELK1	RPS6KA5
GSK3B	MAP4K5
JUN	PAK2
CALD1	PAK2
MAPK6	PAK2
ABL1	PAK2
EIF4G1	PAK2
TP53	STK17A
JUN	MAPK15
SLC9A1	AKT1
BCL2L11	AKT1
ALYREF	AKT1
AKT1	AKT1
PLCG1	AKT1
HTRA2	AKT1
NDRG2	AKT1
BCL10	AKT1
TOPBP1	AKT1
PPP1CA	AKT1
NCOR1	AKT1
SKI	AKT1
TWIST1	AKT1
STK4	AKT1
RARA	AKT1
TP53RK	AKT1
CBY1	AKT1
CELF1	AKT1
RPS3	AKT1
PDCD4	AKT1
RANBP3	AKT1
CDKN1C	AKT1
PHF20	AKT1
CLK2	AKT1
RUNX2	AKT1
NUAK1	AKT1
STK3	AKT1
ACIN1	AKT1
ZFP36L1	AKT1
RNF11	AKT1
FLNC	AKT1
ACAP1	AKT1
CDK2	AKT1
FOXG1	AKT1
CARHSP1	AKT1
ARFIP2	AKT1
MXD1	AKT1
ADRB2	AKT1
NR3C1	AKT1
WNK1	AKT1
LTB4R2	AKT1
TBC1D4	AKT1
WEE1	AKT1
CCT2	AKT1
VCP	AKT1
VIM	AKT1
COPS6	AKT1
EDC3	AKT1
NCF1	AKT1
TKT	AKT1
CDCA7	AKT1
ZYX	AKT1
RGCC	AKT1
KHSRP	AKT1
ILF3	AKT1
SYTL1	AKT1
CTNNB1	AKT1
TERF1	AKT1
PACS2	AKT1
TBC1D1	AKT1
RICTOR	AKT1
FOXA2	AKT1
PALLD	AKT1
PIKFYVE	AKT1
SH3RF1	AKT1
HJURP	AKT1
IRS1	AKT1
PFKFB3	AKT1
EPHA2	AKT1
CFLAR	AKT1
HIST1H2BB	AKT1
DNMT1	AKT1
SRPK2	AKT1
CYTH2	AKT1
TAL1	AKT1
FAM129A	AKT1
AGAP2	AKT1
HNRNPA1	AKT1
KCNH2	AKT1
MST1R	AKT1
HSPB1	AKT1
TTC3	AKT1
ARHGAP22	AKT1
PIK3R1	RET
AFAP1L2	RET
AKT1	RET
MAPK3	RET
LAT2	LYN
ABL1	LYN
FCGR2C	LYN
BCR	LYN
CSF2RB	LYN
TRIM28	LYN
CASP8	LYN
LY96	LYN
SLAMF1	LYN
PTEN	LYN
GCSAM	LYN
PEAK1	LYN
CDK4	LYN
WAS	LYN
PTGS2	LYN
NFATC4	RPS6KA3
BAD	RPS6KA3
WWC1	RPS6KA3
GSK3B	RPS6KA3
RANBP3	RPS6KA3
TH	RPS6KA3
EIF2AK2	RPS6KA3
RPS6	RPS6KA3
YBX1	RPS6KA3
TINF2	RPS6KA3
HIST1H3A	RPS6KA3
RRN3	RPS6KA3
DAPK1	RPS6KA3
PPP1R3A	RPS6KA3
ATF4	RPS6KA3
STAT3	RPS6KA3
HIST1H2BB	RPS6KA3
CIC	RPS6KA3
NFKBIA	RPS6KA3
EIF2S1	RPS6KA3
GSK3A	RPS6KA3
KCNK3	RPS6KA3
TIRAP	BTK
IKZF1	BTK
PELI1	IRAK4
IRAK4	IRAK4
NCF1	IRAK4
TCF7L2	TNIK
MAPT	TTBK1
ZAK	ZAK
CHEK2	ZAK
HIST1H3A	ZAK
MAP3K4	MAP3K4
PPP1R12A	NUAK1
TP53	NUAK1
LATS1	NUAK1
